ms,Valence,Arousal
200,0.000,0.000
400,0.000,0.000
600,0.000,0.000
800,0.000,0.000
1000,0.000,0.000
1200,0.000,0.000
1400,0.000,0.000
1600,0.000,0.000
1800,0.000,0.000
2000,0.000,0.000
2200,0.000,0.000
2400,0.000,0.000
2600,0.000,0.000
2800,0.000,0.000
3000,0.000,0.000
3200,0.000,0.000
3400,0.000,0.000
3600,0.000,0.000
3800,0.000,0.000
4000,0.000,0.000
4200,0.000,0.000
4400,0.000,0.000
4600,0.000,0.000
4800,0.000,0.000
5000,0.000,0.000
5200,0.000,0.000
5400,0.000,0.000
5600,0.000,0.000
5800,0.000,0.000
6000,0.000,0.000
6200,0.000,0.000
6400,0.000,0.000
6600,0.000,0.000
6800,0.000,0.000
7000,0.000,0.000
7200,0.000,0.000
7400,0.000,0.000
7600,0.000,0.000
7800,0.000,0.000
8000,0.000,0.000
8200,0.000,0.000
8400,0.000,0.000
8600,0.000,0.000
8800,0.000,0.000
9000,0.000,0.000
9200,0.000,0.000
9400,0.000,0.000
9600,0.147,0.100
9800,0.147,0.100
10000,0.068,0.100
10200,0.068,0.139
10400,0.068,0.139
10600,0.147,0.618
10800,0.147,0.857
11000,0.147,0.857
11200,0.147,0.857
11400,0.147,0.857
11600,0.147,0.857
11800,0.147,0.857
12000,0.147,0.857
12200,0.147,0.857
12400,0.147,0.857
12600,0.147,0.857
12800,0.147,0.857
13000,0.147,0.896
13200,0.147,0.896
13400,0.147,0.896
13600,0.147,0.896
13800,0.147,0.896
14000,0.147,0.896
14200,0.147,0.896
14400,0.147,0.896
14600,0.147,0.896
14800,0.386,1.016
15000,0.386,1.016
15200,0.386,1.016
15400,0.546,1.135
15600,0.546,1.135
15800,0.546,1.135
16000,0.546,1.135
16200,0.546,1.135
16400,0.546,1.135
16600,0.546,1.135
16800,0.546,1.135
17000,0.466,1.135
17200,0.307,1.135
17400,-0.331,0.737
17600,-0.649,0.737
17800,-0.809,0.817
18000,-1.167,0.976
18200,-1.406,1.056
18400,-1.446,1.056
18600,-1.446,1.056
18800,-1.446,1.056
19000,-1.446,1.056
19200,-1.446,1.056
19400,-1.446,1.056
19600,-1.446,1.056
19800,-1.446,1.056
20000,-1.446,1.056
20200,-1.446,1.056
20400,-1.446,1.056
20600,-1.446,1.056
20800,-1.446,1.056
21000,-1.446,1.056
21200,-1.446,1.056
21400,-1.446,1.056
21600,-1.446,1.056
21800,-1.446,1.056
22000,-1.446,1.056
22200,-1.446,1.056
22400,-1.446,1.056
22600,-1.446,1.056
22800,-1.446,1.056
23000,-1.446,1.056
23200,-1.446,1.056
23400,-1.446,1.056
23600,-1.446,1.056
23800,-1.446,1.056
24000,-1.446,1.056
24200,-1.446,1.056
24400,-1.446,1.056
24600,-1.446,1.056
24800,-1.446,1.056
25000,-1.446,1.056
25200,-1.446,1.056
25400,-1.446,1.056
25600,-1.446,1.056
25800,-1.446,1.056
26000,-1.446,1.056
26200,-1.446,1.056
26400,-1.446,1.056
26600,-1.446,1.056
26800,-1.446,1.056
27000,-1.446,1.056
27200,-1.446,1.056
27400,-1.446,1.056
27600,-1.446,1.056
27800,-1.446,1.056
28000,-1.446,1.056
28200,-1.446,1.056
28400,-1.446,1.056
28600,-1.446,1.056
28800,-1.446,1.056
29000,-1.446,1.056
29200,-1.446,1.056
29400,-1.446,1.096
29600,-1.645,1.534
29800,-1.645,1.733
30000,-1.765,1.813
30200,-1.884,1.773
30400,-1.884,1.773
30600,-1.924,1.773
30800,-1.924,1.773
31000,-1.924,1.773
31200,-1.924,1.773
31400,-1.924,1.773
31600,-1.924,1.773
31800,-1.924,1.773
32000,-1.924,1.773
32200,-1.924,1.693
32400,-1.924,1.693
32600,-1.924,1.614
32800,-1.924,1.614
33000,-1.924,1.614
33200,-1.924,1.614
33400,-1.924,1.614
33600,-1.924,1.614
33800,-1.924,1.614
34000,-1.924,1.614
34200,-1.924,1.614
34400,-1.924,1.693
34600,-2.044,1.853
34800,-2.084,2.012
35000,-2.124,2.012
35200,-2.203,2.012
35400,-2.203,2.012
35600,-2.562,2.012
35800,-2.602,2.012
36000,-2.641,2.012
36200,-2.721,2.012
36400,-2.721,2.012
36600,-2.721,2.012
36800,-2.721,2.012
37000,-2.721,2.012
37200,-2.721,2.012
37400,-2.721,2.012
37600,-2.721,2.052
37800,-2.801,2.131
38000,-2.801,2.131
38200,-2.841,2.131
38400,-2.880,2.131
38600,-2.880,2.131
38800,-2.880,2.131
39000,-2.880,2.131
39200,-2.880,2.131
39400,-2.880,2.131
39600,-2.880,2.131
39800,-2.880,2.131
40000,-2.880,2.131
40200,-2.880,2.131
40400,-2.880,2.131
40600,-3.040,2.251
40800,-3.040,2.251
41000,-3.040,2.291
41200,-3.040,2.291
41400,-3.040,2.291
41600,-3.040,2.291
41800,-3.040,2.291
42000,-3.040,2.291
42200,-3.040,2.291
42400,-3.040,2.291
42600,-3.040,2.291
42800,-3.040,2.291
43000,-3.040,2.291
43200,-3.040,2.291
43400,-3.040,2.291
43600,-3.040,2.291
43800,-3.040,2.291
44000,-3.040,2.291
44200,-3.040,2.291
44400,-3.040,2.291
44600,-3.040,2.291
44800,-3.040,2.291
45000,-3.040,2.291
45200,-3.040,2.291
45400,-3.040,2.291
45600,-3.040,2.291
45800,-3.040,2.131
46000,-3.040,2.092
46200,-3.000,2.012
46400,-2.920,1.853
46600,-2.841,1.693
46800,-2.721,1.574
47000,-2.721,1.534
47200,-2.721,1.534
47400,-2.721,1.534
47600,-2.721,1.534
47800,-2.721,1.534
48000,-2.641,1.414
48200,-2.602,1.375
48400,-2.602,1.295
48600,-2.602,1.295
48800,-2.602,1.295
49000,-2.602,1.295
49200,-2.602,1.295
49400,-2.602,1.215
49600,-2.562,1.096
49800,-2.522,1.016
50000,-2.402,0.896
50200,-2.243,0.737
50400,-2.124,0.578
50600,-2.004,0.538
50800,-1.924,0.458
51000,-1.845,0.418
51200,-1.685,0.378
51400,-1.446,0.259
51600,-1.247,0.259
