Calibration_Accuracy,82
Time(ms),Gaze_X,Gaze_Y,On_Video,On_Function_Bar,On_Time_Bar,Others
91,498,498,false,false,true,false
221,488,489,false,false,true,false
278,464,465,false,false,true,false
326,418,427,false,false,false,true
369,352,369,true,false,false,false
407,309,304,true,false,false,false
446,315,225,true,false,false,false
493,311,198,true,false,false,false
532,344,191,true,false,false,false
573,406,197,true,false,false,false
602,642,176,true,false,false,false
642,821,135,true,false,false,false
685,981,111,true,false,false,false
734,1057,120,true,false,false,false
776,1139,100,true,false,false,false
824,1215,92,false,false,false,true
856,1284,79,false,false,false,true
876,1314,84,false,false,false,true
897,1343,92,false,false,false,true
918,1337,86,false,false,false,true
938,1326,83,false,false,false,true
958,1277,77,false,false,false,true
979,1224,70,false,false,false,true
1002,1240,117,false,false,false,true
1023,1246,174,false,true,false,false
1044,1270,199,false,true,false,false
1065,1265,237,false,true,false,false
1088,1203,252,false,false,false,true
1110,1187,262,true,false,false,false
1132,1029,269,true,false,false,false
1154,909,262,true,false,false,false
1175,830,252,true,false,false,false
1201,828,233,true,false,false,false
1228,782,247,true,false,false,false
1258,818,253,true,false,false,false
1281,853,257,true,false,false,false
1309,903,266,true,false,false,false
1331,927,263,true,false,false,false
1353,949,259,true,false,false,false
1380,999,270,true,false,false,false
1401,994,256,true,false,false,false
1423,989,243,true,false,false,false
1449,961,240,true,false,false,false
1470,1013,215,true,false,false,false
1492,1032,225,true,false,false,false
1517,1088,213,true,false,false,false
1538,1146,201,true,false,false,false
1559,1199,186,false,false,false,true
1584,1258,210,false,true,false,false
1606,1296,234,false,true,false,false
1626,1324,255,false,true,false,false
1650,1342,271,false,true,false,false
1671,1375,288,false,true,false,false
1692,1399,302,false,true,false,false
1716,1450,300,false,true,false,false
1736,1486,282,false,true,false,false
1755,1532,279,false,false,false,true
1780,1554,291,false,false,false,true
1800,1542,315,false,false,false,true
1823,1527,335,false,false,false,true
1849,1542,330,false,false,false,true
1871,1564,340,false,false,false,true
1892,1573,355,false,false,false,true
1912,1567,366,false,false,false,true
1932,1544,384,false,false,false,true
1952,1538,388,false,false,false,true
1975,1548,351,false,false,false,true
1994,1511,336,false,false,false,true
2013,1474,328,false,true,false,false
2036,1477,333,false,true,false,false
2057,1469,341,false,true,false,false
2077,1486,308,false,true,false,false
2103,1520,343,false,false,false,true
2125,1531,376,false,false,false,true
2146,1539,390,false,false,false,true
2171,1530,390,false,false,false,true
2192,1522,389,false,false,false,true
2212,1517,402,false,false,false,true
