ms,Valence,Arousal
200,0.000,0.000
400,0.000,0.000
600,0.000,0.000
800,0.000,0.000
1000,0.000,0.000
1200,0.000,0.000
1400,0.000,0.000
1600,0.000,0.000
1800,0.000,0.000
2000,0.000,0.000
2200,0.000,0.000
2400,0.000,0.000
2600,0.000,0.000
2800,0.000,0.000
3000,0.000,0.000
3200,0.000,0.000
3400,0.000,0.000
3600,0.000,0.000
3800,0.000,0.000
4000,0.227,-0.060
4200,0.227,-0.060
4400,0.227,-0.060
4600,0.068,-0.060
4800,-0.012,-0.060
5000,-0.689,-0.219
5200,-0.849,-0.219
5400,-1.048,-0.219
5600,-1.287,-0.139
5800,-1.287,-0.139
6000,-1.446,-0.259
6200,-1.685,-0.657
6400,-2.044,-1.454
6600,-2.402,-1.773
6800,-2.641,-1.892
7000,-2.880,-1.972
7200,-2.880,-1.972
7400,-3.000,-1.693
7600,-3.199,-0.896
7800,-3.239,-0.697
8000,-3.359,-0.578
8200,-3.359,-0.578
8400,-3.478,-0.498
8600,-3.478,-0.498
8800,-3.478,-0.498
9000,-3.518,-0.259
9200,-3.518,-0.219
9400,-3.518,-0.219
9600,-3.518,-0.219
9800,-3.518,-0.219
10000,-3.518,-0.219
10200,-3.518,-0.219
10400,-3.518,-0.179
10600,-3.319,-0.139
10800,-2.721,-0.060
11000,-2.641,-0.060
11200,-2.641,-0.060
11400,-2.641,-0.060
11600,-2.641,-0.060
11800,-2.641,-0.060
12000,-2.641,-0.060
12200,-2.641,-0.060
12400,-2.641,-0.060
12600,-2.641,-0.060
12800,-2.641,-0.060
13000,-2.641,-0.060
13200,-2.641,-0.060
13400,-2.522,-0.060
13600,-2.522,-0.060
13800,-2.482,-0.060
14000,-2.482,-0.060
14200,-2.482,-0.060
14400,-2.482,-0.060
14600,-2.442,0.100
14800,-2.442,0.100
15000,-2.442,0.100
15200,-2.442,0.100
15400,-2.442,0.100
15600,-2.442,0.100
15800,-2.442,0.100
16000,-2.442,0.259
16200,-2.442,0.339
16400,-2.562,0.498
16600,-2.681,0.657
16800,-2.880,0.737
17000,-2.880,0.737
17200,-2.880,0.737
17400,-2.880,0.737
17600,-2.880,0.737
17800,-2.880,0.737
18000,-2.880,0.737
18200,-2.880,0.737
18400,-2.880,0.737
18600,-2.880,0.777
18800,-2.761,0.857
19000,-2.721,0.857
19200,-2.641,0.896
19400,-2.442,0.976
19600,-2.243,0.976
19800,-2.243,0.976
20000,-2.243,0.976
20200,-1.924,0.976
20400,-1.845,0.976
20600,-1.845,0.976
20800,-1.845,0.976
21000,-1.845,0.976
21200,-1.845,0.976
21400,-1.845,0.976
21600,-1.845,0.976
21800,-1.845,0.976
22000,-1.845,0.976
22200,-1.845,0.976
22400,-1.845,0.976
22600,-1.845,0.976
22800,-1.845,0.976
23000,-1.805,0.976
23200,-1.486,1.016
23400,-1.486,1.016
23600,-1.486,1.016
23800,-1.486,1.016
24000,-1.486,1.016
24200,-1.486,1.016
24400,-1.486,1.016
24600,-1.486,1.016
24800,-1.486,1.016
25000,-1.486,1.016
25200,-1.486,1.016
25400,-1.486,1.016
25600,-1.486,1.016
25800,-1.486,1.016
26000,-1.446,1.016
26200,-1.446,1.016
26400,-1.446,1.016
26600,-1.446,1.016
26800,-1.446,1.016
27000,-1.446,1.016
27200,-1.446,1.016
27400,-1.446,1.016
27600,-1.446,1.016
27800,-1.446,1.016
28000,-1.446,1.016
28200,-1.446,1.016
28400,-1.446,1.016
28600,-1.446,1.016
28800,-1.446,1.016
29000,-1.446,1.016
29200,-1.446,1.016
29400,-1.446,1.016
29600,-1.446,1.016
29800,-1.446,1.016
30000,-1.446,1.016
30200,-1.446,1.016
30400,-1.446,1.016
30600,-1.446,1.016
30800,-1.446,1.016
31000,-1.446,1.016
31200,-1.446,1.016
31400,-1.446,1.016
31600,-1.446,1.016
31800,-1.446,1.016
32000,-1.088,1.096
32200,-0.888,1.135
32400,-0.769,1.215
32600,-0.729,1.255
32800,-0.689,1.255
33000,-0.689,1.255
33200,-0.689,1.255
33400,-0.689,1.255
33600,-0.689,1.255
33800,-0.689,1.255
34000,-0.689,1.255
34200,-0.689,1.255
34400,-0.689,1.255
34600,-0.689,1.255
34800,-0.689,1.255
35000,-0.689,1.255
35200,-0.689,1.255
35400,-0.689,1.255
35600,-0.689,1.255
35800,-0.689,1.255
36000,-0.689,1.255
36200,-0.689,1.255
36400,-0.689,1.255
36600,-0.689,1.255
36800,-0.689,1.255
37000,-0.689,1.255
37200,-0.689,1.255
37400,-0.689,1.255
37600,-0.689,1.255
37800,-0.689,1.255
38000,-0.689,1.255
38200,-0.689,1.255
38400,-0.689,1.255
38600,-0.689,1.255
38800,-0.689,1.255
39000,-0.689,1.255
39200,-0.689,1.255
39400,-0.689,1.255
39600,-0.689,1.255
39800,-0.689,1.255
40000,-1.327,1.335
40200,-1.367,1.375
40400,-1.367,1.375
40600,-1.367,1.375
40800,-1.367,1.375
41000,-1.367,1.375
41200,-1.406,1.375
41400,-1.287,1.454
41600,-1.088,1.454
41800,-0.928,1.494
42000,-0.928,1.494
42200,-0.928,1.494
42400,-0.849,1.494
42600,-0.849,1.494
42800,-0.849,1.494
43000,-0.849,1.494
43200,-0.849,1.494
43400,-0.849,1.494
43600,-0.849,1.494
43800,-1.167,1.494
44000,-1.167,1.494
44200,-1.167,1.494
44400,-1.167,1.494
44600,-1.167,1.494
44800,-1.167,1.494
45000,-1.167,1.494
45200,-1.167,1.494
45400,-1.167,1.494
45600,-1.167,1.494
45800,-1.167,1.494
46200,-1.167,1.494
46400,-1.167,1.494
46600,-1.167,1.494
46800,-1.167,1.494
47000,-1.167,1.494
47200,-1.167,1.494
47400,-1.207,1.494
47600,-1.207,1.494
47800,-1.207,1.494
48000,-1.287,1.494
48200,-1.287,1.494
48400,-1.526,1.494
48600,-1.566,1.494
48800,-1.606,1.494
49000,-1.645,1.494
49200,-1.645,1.494
49400,-1.645,1.494
49600,-1.645,1.494
49800,-1.645,1.494
