ms,Valence,Arousal
200,0.000,0.000
400,0.000,0.000
600,0.000,0.000
800,0.000,0.000
1000,0.000,0.000
1200,0.000,0.000
1400,0.000,0.000
1600,0.000,0.000
1800,0.000,0.000
2000,0.000,0.000
2200,0.000,0.000
2400,0.000,0.000
2600,0.000,0.000
2800,0.000,0.000
3000,0.000,0.000
3200,0.000,0.000
3400,0.000,0.000
3600,0.000,0.000
3800,0.000,0.000
4000,0.000,0.000
4200,0.000,0.000
4400,0.386,0.618
4600,1.661,1.892
4800,1.661,1.932
5000,1.661,1.932
5200,1.661,1.932
5400,1.661,1.932
5600,1.661,1.932
5800,1.661,1.932
6000,1.661,1.932
6200,1.661,1.932
6400,1.661,1.932
6600,1.661,1.932
6800,1.661,1.932
7000,1.661,1.932
7200,1.661,1.932
7400,1.661,1.932
7600,1.661,1.932
7800,1.661,1.932
8000,1.661,1.932
8200,1.661,1.932
8400,1.661,1.932
8600,1.661,1.932
8800,1.661,1.932
9000,1.661,1.932
9200,1.661,1.932
9400,1.661,1.932
9600,1.661,1.932
9800,1.661,1.932
10000,1.661,1.932
10200,1.661,1.932
10400,1.661,1.932
10600,1.661,1.932
10800,1.661,1.932
11000,1.661,1.932
11200,1.661,1.932
11400,1.661,1.932
11600,1.661,1.932
11800,1.661,1.932
12000,1.661,1.932
12200,1.661,1.932
12400,1.661,1.932
12600,1.661,1.932
12800,1.661,1.932
13000,1.661,1.932
13200,1.661,1.932
13400,1.661,1.932
13600,1.661,1.932
13800,1.661,1.932
14000,1.661,1.932
14200,1.661,1.932
14400,1.661,1.932
14600,1.661,1.932
14800,1.661,1.932
15000,1.661,1.932
15200,1.661,1.932
15400,1.661,1.932
15600,1.661,1.932
15800,1.661,1.932
16000,1.661,1.932
16200,1.661,1.932
16400,1.661,1.932
16600,1.661,1.932
16800,1.661,1.932
17000,1.661,1.932
17200,1.661,1.932
17400,1.661,1.932
17600,1.661,1.932
17800,1.661,1.932
18000,1.661,1.932
18200,1.661,1.932
18400,1.661,1.932
18600,1.661,1.932
18800,1.661,1.932
19000,1.661,1.932
19200,1.661,1.932
19400,1.661,1.932
19600,1.661,1.932
19800,1.661,1.932
20000,1.661,1.932
20200,1.661,1.932
20400,1.661,1.932
20600,1.661,1.932
20800,1.661,1.932
21000,1.661,1.932
21200,1.661,1.932
21400,1.661,1.932
21600,1.661,1.932
21800,1.661,1.932
22000,2.339,-0.498
22200,2.378,-1.574
22400,2.378,-2.450
22600,2.378,-2.450
22800,2.378,-2.450
23000,2.378,-2.450
23200,2.378,-2.450
23400,2.378,-2.450
23600,2.378,-2.450
23800,2.378,-2.450
24000,2.378,-2.450
24200,2.378,-2.450
24400,2.378,-2.450
24600,2.378,-2.450
24800,2.378,-2.450
25000,2.378,-2.450
25200,2.378,-2.450
25400,2.378,-2.450
25600,2.378,-2.450
25800,2.378,-2.450
26000,2.378,-2.450
26200,2.378,-2.450
26400,2.378,-2.450
26600,2.378,-2.450
26800,2.378,-2.450
27000,2.378,-2.450
27200,2.378,-2.450
27400,2.378,-2.450
27600,2.378,-2.450
27800,2.378,-2.450
28000,2.378,-2.450
28200,2.378,-2.450
28400,2.378,-2.450
28600,2.378,-2.450
28800,2.378,-2.450
29000,2.378,-2.450
29200,2.378,-2.450
29400,2.378,-2.450
29600,2.378,-2.450
29800,2.378,-2.450
30000,2.378,-2.450
30200,2.378,-2.450
30400,2.378,-2.450
30600,2.378,-2.450
30800,2.378,-2.450
31000,2.378,-2.450
31200,2.378,-2.450
31400,2.378,-2.450
31600,2.378,-2.450
31800,2.378,-2.450
32000,2.378,-2.450
32200,2.378,-2.450
32400,2.378,-2.450
32600,2.378,-2.450
32800,2.378,-2.450
33000,2.378,-2.450
33200,2.378,-2.450
33400,2.378,-2.450
33600,2.378,-2.450
33800,2.378,-2.450
34000,2.378,-2.450
34200,2.378,-2.450
34400,2.378,-2.450
34600,2.378,-2.450
34800,2.378,-2.450
35000,2.378,-2.450
35200,2.378,-2.450
35400,2.378,-2.450
35600,2.378,-2.450
35800,2.378,-2.450
36000,2.378,-2.450
36200,2.378,-2.450
36400,2.378,-2.450
36600,2.339,-2.450
36800,2.976,1.215
37000,2.777,2.729
37200,2.777,2.729
37400,2.777,2.729
37600,2.777,2.729
37800,2.777,2.729
38000,2.777,2.729
38200,2.777,2.729
38400,2.777,2.729
38600,2.777,2.729
38800,2.777,2.729
39000,2.777,2.729
39200,2.777,2.729
39400,2.777,2.729
39600,2.777,2.729
39800,2.777,2.729
40000,2.777,2.729
40200,2.777,2.729
40400,2.538,0.857
40600,2.219,-1.534
40800,2.100,-1.813
41000,2.100,-1.813
41200,2.100,-1.813
41400,2.100,-1.813
41600,2.100,-1.813
41800,2.100,-1.813
42000,2.100,-1.813
42200,2.100,-1.813
42400,2.100,-1.813
42600,2.100,-1.813
42800,2.100,-1.813
43000,2.100,-1.813
43200,2.100,-1.813
43400,2.100,-1.813
43600,2.100,-1.813
43800,2.100,-1.813
44000,2.100,-1.813
44200,2.100,-1.813
44400,2.100,-1.813
44600,2.100,-1.813
44800,2.100,-1.813
45000,2.100,-1.813
45200,2.100,-1.813
45400,2.100,-1.813
45600,2.100,-1.813
45800,2.100,-1.813
46000,2.100,-1.813
46200,2.100,-1.813
46400,2.100,-1.813
46600,2.100,-1.813
46800,2.100,-1.813
47000,2.100,-1.813
47200,2.100,-1.813
47400,2.100,-1.813
47600,2.100,-1.813
47800,2.100,-1.813
48000,2.100,-1.813
48200,2.100,-1.813
48400,2.100,-1.813
48600,2.100,-1.813
48800,2.100,-1.813
49000,2.100,-1.813
49200,2.100,-1.813
49400,2.100,-1.813
49600,2.100,-1.813
49800,2.100,-1.813
50000,2.100,-1.813
50200,2.100,-1.813
50400,2.100,-1.813
50600,2.100,-1.813
50800,2.100,-1.813
51000,2.100,-1.813
51200,2.100,-1.813
51400,2.100,-1.813
51600,2.100,-1.813
51800,2.100,-1.813
52000,2.100,-1.813
52200,2.100,-1.813
