ms,Valence,Arousal
200,0.000,0.000
400,0.000,0.000
600,0.307,-0.060
800,0.307,-0.060
1000,0.307,0.020
1200,-0.012,0.100
1400,-0.012,0.100
1600,-0.012,0.100
1800,-0.012,0.100
2000,-0.012,0.100
2200,-0.012,0.100
2400,-0.092,0.100
2600,-0.092,0.100
2800,-0.092,0.100
3000,-0.092,0.100
3200,-0.092,0.100
3400,-0.092,0.100
3600,-0.092,0.100
3800,-0.092,0.100
4000,-0.092,0.100
4200,-0.092,0.100
4400,-0.092,0.100
4600,-0.092,0.100
4800,-0.092,0.100
5000,-0.092,0.100
5200,-0.092,0.100
5400,-0.092,0.100
5600,-0.092,0.100
5800,-0.092,0.100
6000,-0.092,0.100
6200,-0.092,0.100
6400,-0.092,0.100
6600,-0.092,0.100
6800,-0.092,0.100
7000,-0.092,0.100
7200,-0.092,0.100
7400,-0.092,0.100
7600,-0.092,0.100
7800,-0.092,0.100
8000,-0.092,0.100
8200,-0.092,0.100
8400,-0.092,0.100
8600,-0.092,0.100
8800,-0.092,0.100
9000,-0.092,0.100
9200,-0.092,0.100
9400,-0.052,0.139
9600,0.147,0.259
9800,0.227,0.299
10000,0.227,0.339
10200,0.147,0.458
10400,-0.131,0.817
10600,-0.251,1.096
10800,-0.530,1.494
11000,-0.530,1.494
11200,-0.530,1.494
11400,-0.530,1.494
11600,-0.530,1.494
11800,-0.530,1.494
12000,-0.530,1.534
12200,-0.530,1.534
12400,-0.530,1.614
12600,-0.530,1.614
12800,-0.530,1.614
13000,-0.530,1.614
13200,-0.530,1.614
13400,-0.530,1.614
13600,-0.530,1.614
13800,-0.530,1.614
14000,-0.530,1.614
14200,-0.530,1.614
14400,-0.530,1.614
14600,-0.530,1.614
14800,-0.530,1.614
15000,-0.490,1.614
15200,-0.490,1.614
15400,-0.490,1.614
15600,-0.490,1.614
15800,-0.490,1.614
16000,-0.490,1.614
16200,-0.490,1.614
16400,-0.490,1.614
16600,-0.490,1.614
16800,-0.490,1.614
17000,-0.490,1.614
17200,-0.490,1.614
17400,-0.490,1.614
17600,-0.490,1.614
17800,-0.490,1.614
18000,-0.490,1.614
18200,-0.490,1.614
18400,-0.490,1.614
18600,-0.490,1.614
18800,-0.490,1.614
19000,-0.490,1.614
19200,-0.490,1.733
19400,-0.490,1.733
19600,-0.490,1.733
19800,-0.490,1.733
20000,-0.490,1.733
20200,-0.490,1.733
20400,-0.490,1.733
20600,-0.490,1.733
20800,-0.490,1.733
21000,-0.490,1.733
21200,-0.490,1.733
21400,-0.490,1.733
21600,-0.490,1.733
21800,-0.490,1.733
22000,-0.490,1.733
22200,-0.490,1.733
22400,-0.490,1.733
22600,-0.490,1.733
22800,-0.490,1.733
23000,-0.490,1.733
23200,-0.490,1.733
23400,-0.490,1.733
23600,-0.490,1.733
23800,-0.490,1.733
24000,-0.490,1.733
24200,-0.490,1.733
24400,-0.490,1.733
24600,-0.490,1.733
24800,-0.490,1.733
25000,-0.490,1.733
25200,-0.490,1.733
25400,-0.490,1.733
25600,-0.490,1.733
25800,-0.490,1.733
26000,-0.490,1.733
26200,-0.410,1.733
26400,-0.371,1.773
26600,-0.331,1.773
26800,-0.331,1.813
27000,-0.331,1.813
27200,-0.331,1.813
27400,-0.331,1.813
27600,-0.331,1.813
27800,-0.331,1.813
28000,-0.331,1.813
28200,-0.331,1.813
28400,-0.331,1.813
28600,-0.331,1.813
28800,-0.331,1.813
29000,-0.331,1.813
29200,-0.331,1.813
29400,-0.331,1.813
29600,-0.331,1.813
29800,-0.331,1.813
30000,-0.331,1.813
30200,-0.331,1.813
30400,-0.371,1.853
30600,-0.450,1.853
30800,-0.490,1.653
31000,-0.570,1.414
31200,-0.610,1.255
31400,-0.649,1.255
31600,-0.649,1.255
31800,-0.490,1.096
32000,-0.490,1.096
32200,-0.490,1.056
32400,-0.490,1.056
32600,-0.490,1.056
32800,-0.490,1.056
33000,-0.490,1.056
33200,-0.490,1.056
33400,-0.490,1.056
33600,-0.490,0.976
33800,-0.490,0.976
34000,-0.490,0.976
34200,-0.490,0.976
34400,-0.530,0.936
34600,-0.530,0.936
34800,-0.530,0.896
35000,-0.530,0.896
35200,-0.530,0.896
35400,-0.530,0.896
35600,-0.530,0.896
35800,-0.530,0.896
36000,-0.490,0.896
36200,0.108,1.255
36400,1.303,1.653
36600,1.661,1.733
36800,2.219,1.813
37000,2.498,1.892
37200,2.498,1.892
37400,2.498,1.892
37600,2.498,1.892
37800,2.498,1.892
38000,2.498,1.892
38200,2.538,1.892
38400,2.498,1.932
38600,2.458,1.932
38800,2.219,1.932
39000,2.139,1.972
39200,2.060,1.972
39400,2.100,2.092
39600,2.020,2.131
39800,2.020,2.131
40000,1.900,1.972
40200,1.741,1.733
40400,1.661,1.614
40600,1.661,1.614
40800,1.661,1.614
41000,1.582,1.454
41200,1.502,1.454
41400,1.462,1.414
41600,1.462,1.414
41800,1.462,1.414
42000,1.462,1.375
42200,1.462,1.375
42400,1.462,1.375
42600,1.422,1.375
42800,1.422,1.375
43000,1.382,1.375
43200,1.303,1.375
43400,1.303,1.375
43600,1.303,1.375
43800,1.303,1.375
44000,1.303,1.375
44200,1.303,1.375
44400,1.303,1.375
44600,1.303,1.375
44800,1.303,1.375
45000,1.303,1.375
45200,1.303,1.375
45400,1.223,1.295
45600,1.143,1.295
45800,1.143,1.255
46000,1.064,1.135
46200,1.064,1.135
46400,1.064,1.135
46600,1.024,1.096
46800,0.944,1.016
47000,0.944,1.016
47200,0.944,1.016
47400,0.944,1.016
47600,0.825,1.016
47800,0.825,1.016
48000,0.825,1.016
48200,0.785,1.016
48400,0.745,1.016
48600,0.705,1.016
48800,0.705,1.016
49000,0.705,1.016
49200,0.705,1.016
49400,0.705,1.016
49600,0.705,1.016
49800,0.705,1.016
50000,0.705,1.016
50200,0.705,1.016
50400,0.705,1.016
50600,0.625,0.976
50800,0.625,0.976
51000,0.625,0.976
51200,0.625,0.976
51400,0.625,0.976
