Start,End,Label
0,22000,上床睡觉
22000,46000,要求讲睡前故事
46000,167000,讲睡前故事
167000,213000,故事讲完，入睡
213000,277000,谈话，火箭将发射
277000,387000,早餐后送别小女孩们
387000,438000,送别女孩们后
438000,533000,来到工厂，准备火箭发射
533000,600000,发射火箭
