Start,End,Label
0,50000,开始讲故事
50000,163000,讲故事中
163000,211000,孩子们睡觉
211000,275000,与博士争论
275000,383000,出现小黄人
383000,434000,送走孩子
434000,547000,准备火箭发射
547000,600000,火箭发送成功
