Start,End,Label
0,26000,睡觉之前的玩闹
26000,46000,祈求格鲁给小朋友讲故事
46000,168000,格鲁讲故事
168000,195000,要求格鲁一个睡前吻
195000,275000,和博士对话推迟偷月球的行动
275000,301000,小黄人打印屁股照片
301000,322000,格鲁和小女孩一起过家家
322000,355000,有人敲门接女孩回去
355000,383000,女孩们上车回另外的地方
383000,408000,女孩走后格鲁非常的伤心
408000,439000,格鲁看到家里女孩的影子消失很难过
439000,525000,格鲁准备登月计划
525000,556000,有一个男生想要跟格鲁一起上太空
556000,575000,那个上太空的男生被格鲁击退
575000,599000,那个男生自己飞翔撞上电线杆格鲁到达太空
