Start,End,Label
0,68000,格鲁给女孩们讲故事
68000,169000,格鲁带着小猫手套讲故事
169000,195000,故事讲完女孩们睡觉格鲁离开
195000,278000,博士劝格鲁送走女孩完成任务
278000,298000,小黄人出场
298000,325000,格鲁和女孩们喝下午茶
325000,390000,女孩们被哈蒂夫人接走
390000,435000,送走女孩们格鲁有点想念她们
435000,528000,格鲁配合博士和小黄人完成任务
528000,600000,有人阻止格鲁的任务
