Start,End,Label
0,22000,被孩子们折磨
22000,46000,和孩子们平静沟通
46000,84000,认真给孩子们讲故事
84000,214000,用故事将孩子们哄睡
214000,286000,领导下达命令
286000,355000,得知与孩子们分别
355000,439000,与孩子们不舍的离别
439000,600000,进行自己的工作
