Start,End,Label
0,45000,睡前要求讲故事
45000,182000,讲述睡前故事
182000,211000,讲完故事
211000,275000,偷月矛盾
275000,300000,小黄人插曲
300000,367000,分别女孩们
367000,435000,分别后的生活
435000,600000,偷月进行
