ms,Valence,Arousal
200,0.000,0.000
400,0.000,0.000
600,0.000,0.000
800,0.000,0.000
1000,0.000,0.000
1200,0.000,0.000
1400,0.000,0.000
1600,0.000,0.000
1800,0.000,0.000
2000,0.000,0.000
2200,0.000,0.000
2400,1.701,4.641
2600,1.701,4.641
2800,1.701,4.641
3000,1.701,4.641
3200,1.701,4.641
3400,1.701,4.641
3600,1.701,4.641
3800,1.701,4.641
4000,1.701,4.641
4200,1.701,4.641
4400,1.701,4.641
4600,1.701,4.641
4800,1.701,4.641
5000,1.701,4.641
5200,1.701,4.641
5400,1.701,4.641
5600,1.701,4.641
5800,1.701,4.641
6000,1.701,4.641
6200,4.211,2.928
6400,4.211,2.928
6600,4.211,2.928
6800,4.211,2.928
7000,4.211,2.928
7200,4.211,2.928
7400,4.211,2.928
7600,4.211,2.928
7800,4.211,2.928
8000,4.211,2.928
8200,4.211,2.928
8400,4.211,2.928
8600,4.211,2.928
8800,4.211,2.928
9000,4.211,2.928
9200,4.211,2.928
9400,4.211,2.928
9600,4.211,2.928
9800,4.211,2.928
10000,4.211,2.928
10200,4.211,2.928
10400,4.211,2.928
10600,4.211,2.928
10800,4.211,2.928
11000,4.211,2.928
11200,4.211,2.928
11400,4.211,2.928
11600,4.211,2.928
11800,4.211,2.928
12000,4.211,2.928
12200,4.211,2.928
12400,4.211,2.928
12600,4.211,2.928
12800,4.211,2.928
13000,4.211,2.928
13200,4.211,2.928
13400,4.211,2.928
13600,4.211,2.928
13800,4.211,2.928
14000,4.211,2.928
14200,4.291,2.928
14400,4.291,2.928
14600,3.773,2.570
14800,3.653,2.530
15000,3.653,2.530
15200,3.653,2.530
15400,3.653,2.530
15600,3.653,2.530
15800,3.653,2.530
16000,3.653,2.530
16200,3.653,2.530
16400,3.653,2.530
16600,3.653,2.530
16800,3.653,2.530
17000,3.653,2.530
17200,3.653,2.530
17400,3.653,2.530
17600,3.653,2.530
17800,3.653,2.530
18000,3.653,2.530
18200,3.653,2.530
18400,3.653,2.530
18600,3.653,2.530
18800,3.653,2.530
19000,3.653,2.530
19200,3.653,2.530
19400,3.653,2.530
19600,3.653,2.530
19800,3.653,2.530
20000,3.653,2.530
20200,3.653,2.530
20400,3.653,2.530
20600,3.653,2.530
20800,3.653,2.530
21000,3.653,2.530
21200,3.653,2.530
21400,3.454,2.331
21600,3.454,2.331
21800,3.494,2.052
22000,3.574,1.972
22200,3.773,1.215
22400,3.693,0.378
22600,3.653,-0.219
22800,3.574,-0.737
23000,3.494,-1.295
23200,3.494,-1.653
23400,3.614,-2.092
23600,3.693,-2.291
23800,3.494,-2.450
24000,3.175,-2.450
24200,3.135,-2.450
24400,2.618,-2.450
24600,2.299,-2.251
24800,2.299,-2.211
25000,2.299,-2.211
25200,2.299,-2.211
25400,2.299,-2.211
25600,2.299,-2.211
25800,2.299,-2.211
26000,2.299,-2.211
26200,2.299,-2.211
26400,2.299,-2.211
26600,2.299,-2.211
26800,2.299,-2.211
27000,2.299,-2.211
27200,2.299,-2.211
27400,2.299,-2.291
27600,2.299,-2.450
27800,2.378,-2.689
28000,2.378,-2.689
28200,2.378,-2.689
28400,2.378,-2.689
28600,2.378,-2.689
28800,1.940,-2.928
29000,1.940,-2.928
29200,1.940,-2.928
29400,1.940,-2.928
29600,1.940,-2.928
29800,1.940,-2.928
30000,1.940,-2.928
30200,1.940,-2.928
30400,1.940,-2.928
30600,1.940,-2.928
30800,1.940,-2.928
31000,1.940,-2.928
31200,1.940,-2.928
31400,1.940,-2.928
31600,1.940,-2.928
31800,1.940,-2.928
32000,1.940,-2.928
32200,1.940,-2.928
32400,1.940,-2.928
32600,1.940,-2.928
32800,1.940,-2.928
33000,1.940,-2.928
33200,1.940,-2.928
33400,1.940,-2.928
33600,1.940,-2.928
33800,1.940,-2.928
34000,1.940,-2.928
34200,1.940,-2.928
34400,1.940,-2.928
34600,1.940,-2.928
34800,1.940,-2.928
35000,1.940,-2.928
35200,1.940,-2.928
35400,1.940,-2.928
35600,1.940,-2.928
35800,1.940,-2.928
36000,1.940,-2.928
36200,1.940,-2.928
36400,1.940,-2.928
36600,1.940,-2.928
36800,1.980,-2.849
37000,2.378,-1.175
37200,2.100,0.418
37400,1.900,1.335
37600,1.900,1.335
37800,1.900,1.335
38000,1.900,1.335
38200,1.900,1.335
38400,1.900,1.375
38600,1.900,1.534
38800,1.940,1.693
39000,1.940,1.693
39200,1.940,1.693
39400,1.940,1.693
39600,1.940,1.693
39800,1.940,1.693
40000,1.940,1.693
40200,1.940,1.693
40400,1.940,1.693
40600,1.940,1.693
40800,2.020,1.574
41000,2.060,1.375
41200,1.980,0.697
41400,1.741,-0.100
41600,1.582,-0.578
41800,1.382,-0.976
42000,1.382,-0.976
42200,1.382,-0.976
42400,1.382,-0.976
42600,1.382,-0.976
42800,1.382,-0.976
43000,1.382,-0.976
43200,1.382,-0.976
43400,1.382,-0.976
43600,1.382,-0.976
43800,1.382,-0.976
44000,1.382,-0.976
44200,1.382,-0.976
44400,1.382,-0.976
44600,1.382,-0.976
44800,1.382,-0.976
45000,1.382,-0.976
45200,1.382,-0.976
45400,1.382,-0.976
45600,1.382,-0.976
45800,1.382,-0.976
46000,1.382,-0.976
46200,1.382,-0.976
46400,1.382,-0.976
46600,1.382,-0.976
46800,1.382,-0.976
47000,1.382,-0.976
47200,1.382,-0.976
47400,1.382,-0.976
47600,1.382,-0.976
47800,1.382,-0.976
48000,1.382,-0.976
48200,1.382,-0.976
48400,1.382,-0.976
48600,1.382,-0.976
48800,1.382,-0.976
49000,1.382,-0.976
49200,1.382,-0.976
49400,1.382,-0.976
49600,1.382,-0.976
49800,1.382,-0.976
50000,1.382,-0.976
50200,1.382,-0.976
50400,1.382,-0.976
50600,1.382,-0.976
50800,1.382,-0.976
51000,1.382,-0.976
51200,1.382,-1.175
51400,1.382,-1.375
51600,1.382,-1.534
51800,1.422,-1.693
52000,1.422,-1.972
52200,1.502,-2.251
