Calibration_Accuracy,73
Time(ms),Gaze_X,Gaze_Y,On_Video,On_Function_Bar,On_Time_Bar,Others
9,822,226,true,false,false,false
16,769,251,true,false,false,false
45,678,247,true,false,false,false
84,685,244,true,false,false,false
119,672,229,true,false,false,false
166,695,262,true,false,false,false
229,717,259,true,false,false,false
283,790,247,true,false,false,false
323,815,228,true,false,false,false
358,844,220,true,false,false,false
404,858,251,true,false,false,false
442,878,259,true,false,false,false
480,938,305,true,false,false,false
508,1058,314,true,false,false,false
541,1090,322,true,false,false,false
569,1203,353,false,false,false,true
606,1308,364,false,true,false,false
642,1391,377,false,true,false,false
679,1387,425,false,false,false,true
709,1296,418,false,false,false,true
743,1243,416,false,false,false,true
780,1189,399,true,false,false,false
820,1260,415,false,false,false,true
852,1198,440,false,false,false,true
887,1155,441,false,false,true,false
916,1156,443,false,false,true,false
954,1202,432,false,false,false,true
987,1115,412,true,false,false,false
1025,1115,399,true,false,false,false
1058,1047,350,true,false,false,false
1095,1069,382,true,false,false,false
1127,976,334,true,false,false,false
1164,1076,400,true,false,false,false
1195,1112,462,false,false,true,false
1230,1032,448,false,false,true,false
1260,1149,405,true,false,false,false
1302,1261,365,false,true,false,false
1336,1411,335,false,true,false,false
1374,1515,367,false,false,false,true
1413,1550,357,false,false,false,true
1448,1557,334,false,false,false,true
1485,1590,295,false,false,false,true
1519,1588,244,false,false,false,true
1555,1592,226,false,false,false,true
1588,1578,249,false,false,false,true
1626,1532,259,false,false,false,true
1663,1479,277,false,true,false,false
1701,1495,277,false,false,false,true
1734,1468,271,false,true,false,false
1775,1452,251,false,true,false,false
1806,1452,231,false,true,false,false
1843,1384,232,false,true,false,false
1874,1331,239,false,true,false,false
1913,1298,231,false,true,false,false
1947,1293,226,false,true,false,false
1982,1283,240,false,true,false,false
2018,1261,245,false,true,false,false
2060,1239,245,false,true,false,false
2100,1238,249,false,true,false,false
2139,1218,266,false,false,false,true
2175,1207,270,false,false,false,true
2215,1205,271,false,false,false,true
2248,1217,262,false,false,false,true
2288,1193,292,true,false,false,false
2322,1184,320,true,false,false,false
2359,1216,319,false,false,false,true
2390,1262,307,false,true,false,false
2433,1279,313,false,true,false,false
2469,1305,315,false,true,false,false
2509,1345,302,false,true,false,false
2540,1354,295,false,true,false,false
2575,1360,288,false,true,false,false
2607,1365,282,false,true,false,false
2644,1361,291,false,true,false,false
2677,1366,291,false,true,false,false
2709,1391,311,false,true,false,false
2739,1394,321,false,true,false,false
2769,1382,333,false,true,false,false
2800,1368,344,false,true,false,false
2846,1367,359,false,true,false,false
2886,1353,366,false,true,false,false
2921,1349,365,false,true,false,false
2953,1377,376,false,true,false,false
2986,1389,397,false,false,false,true
3019,1421,427,false,false,false,true
3048,1433,442,false,false,false,true
3080,1442,445,false,false,false,true
3112,1449,437,false,false,false,true
3144,1453,414,false,false,false,true
3174,1456,393,false,true,false,false
3209,1341,436,false,false,false,true
3238,1092,529,false,false,true,false
3270,914,583,false,false,true,false
3309,799,581,false,false,true,false
3356,853,542,false,false,true,false
3390,938,487,false,false,true,false
3425,1036,440,false,false,true,false
3457,1116,403,true,false,false,false
3493,1180,383,true,false,false,false
3525,1240,380,false,true,false,false
3555,1299,351,false,true,false,false
3586,1319,358,false,true,false,false
3618,1337,363,false,true,false,false
3648,1356,364,false,true,false,false
3677,1392,360,false,true,false,false
3711,1421,354,false,true,false,false
3749,1422,337,false,true,false,false
3789,1431,318,false,true,false,false
3822,1444,306,false,true,false,false
3850,1448,303,false,true,false,false
3890,1462,302,false,true,false,false
3921,1290,300,false,true,false,false
3951,1076,283,true,false,false,false
3984,896,269,true,false,false,false
4016,747,275,true,false,false,false
4049,590,284,true,false,false,false
4081,571,328,true,false,false,false
4112,489,305,true,false,false,false
4149,451,353,true,false,false,false
4185,556,396,true,false,false,false
4222,643,400,true,false,false,false
4253,723,390,true,false,false,false
4290,796,410,true,false,false,false
4331,835,392,true,false,false,false
4376,932,377,true,false,false,false
4415,1221,325,false,false,false,true
4453,1453,317,false,true,false,false
4483,1451,319,false,true,false,false
4519,1566,319,false,false,false,true
4550,1513,289,false,false,false,true
4588,1531,248,false,false,false,true
