Start,End,Label
0,50000,催睡觉，请求讲故事
50000,170000,讲故事
170000,215000,沉浸亲情
215000,275000,聊犯罪工作，不情愿
275000,300000,小黄人玩闹
300000,325000,和孩子们玩过家家
325000,356000,大人接走孩子
356000,435000,陷入悲伤，准备工作
435000,600000,进行登月，扫清阻碍
