Start,End,Label
0,17000,猴子避雨
17000,35000,猴子在笼子里
35000,121000,好多猴子聚集
121000,219000,猴子打工，摘椰子运送椰子换食物
219000,325000,猴子捡垃圾吃
325000,339000,猴子钓虫子
