Start,End,Label
0,16000,自然生活的猴子对比被囚禁的
16000,33000,因为人类交易被囚禁
33000,42000,猴子被购买
42000,60000,自然生活的有更多的爱
60000,102000,自然生活的从长辈那学习爬树
102000,121000,被购买的被训练爬树
121000,195000,学会摘椰子全流程
195000,207000,同时获得椰浆奖励
207000,257000,自然生活的只能吃垃圾
257000,304000,在野外也能学会工具
304000,331000,有时也能捕捉虫子
331000,339000,获得天然食物
