Start,End,Label
0,18000,一大一小猴
18000,35000,关在笼子里的猴
35000,51000,买卖猴
51000,121000,猴家族
121000,215000,猴被迫摘椰子
215000,335000,猴翻垃圾桶
335000,339000,猴吃虫子
