Start,End,Label
0,16000,雨中的猴妈妈抱着小猴子
16000,33000,笼子中的两个猴子
33000,46000,猴子被猴贩子卖掉
46000,120000,小猴子和它的家族
120000,217000,人类让猴子帮助他干活
217000,339000,猴子家族自己通过自己的方式维持生活
