Start,End,Label
0,30000,野外猴淋雨
30000,60000,人类买卖猴子
60000,121000,自然猴群生活
121000,219000,人类训猴
219000,325000,自然猴群翻找人类垃圾
325000,339000,猴子在自然中获取食物
