Start,End,Label
0,17000,雨中的猴子
17000,33000,笼里的猴子
33000,60000,买卖猴子
60000,120000,小猴子与大猴子野外生活
120000,148000,训猴师训练猴子
148000,185000,猴子摘瓜
185000,220000,摘瓜以后
220000,339000,猴子野外生活
