Start,End,Label
0,19000,猴子淋雨
19000,34000,被关笼子
34000,63000,买卖
63000,108000,猴群和幼崽
108000,124000,幼崽爬树杆
124000,164000,训猴
164000,188000,摘椰子
188000,211000,装货
211000,243000,喂水安抚
243000,286000,翻垃圾桶
286000,330000,寻找食物
