ms,Valence,Arousal
200,0.000,0.000
400,0.000,0.000
600,0.000,0.000
800,0.000,0.000
1000,0.000,0.000
1200,0.000,0.000
1400,0.000,0.000
1800,0.000,0.000
2000,0.000,0.000
2200,0.000,0.000
2400,0.000,0.000
2600,0.000,0.000
2800,0.000,0.000
3000,0.000,0.000
3200,0.000,0.000
3400,0.000,0.000
3600,0.000,0.000
3800,0.000,0.000
4000,0.000,0.000
4200,0.187,0.020
4400,1.422,0.259
4600,2.737,1.056
4800,2.936,1.295
5000,3.135,1.653
5200,3.016,1.693
5400,2.936,1.733
5600,2.936,2.530
5800,2.936,2.530
6000,2.936,2.530
6200,2.936,2.530
6400,2.936,2.530
6600,2.936,2.530
6800,2.936,2.530
7000,2.936,2.530
7200,2.936,2.530
7400,2.936,2.530
7600,2.936,2.530
7800,2.936,2.530
8000,2.936,2.530
8200,2.936,2.530
8400,2.936,2.530
8600,2.936,2.530
8800,3.056,3.008
9000,3.096,3.088
9200,3.335,3.367
9400,3.534,3.685
9600,3.534,3.685
9800,3.534,3.685
10000,3.534,3.685
10200,3.534,3.685
10600,3.534,3.685
10800,3.534,3.685
11000,3.534,3.685
11200,3.534,3.685
11400,3.534,3.685
11600,3.534,3.685
11800,3.534,3.685
12000,3.534,3.685
12200,3.534,3.685
12400,3.534,3.685
12600,3.534,3.685
12800,3.534,3.685
13000,3.534,3.685
13200,3.534,3.685
13400,3.534,3.685
13600,3.534,3.685
13800,3.534,3.685
14000,3.534,3.685
14200,3.534,3.685
14400,3.534,3.685
14600,3.534,3.685
14800,3.534,3.685
15000,3.534,3.685
15200,3.534,3.685
15400,3.534,3.685
15600,3.534,3.685
15800,3.534,3.685
16000,3.534,3.685
16200,3.534,3.685
16400,3.534,3.685
16600,3.534,3.685
16800,3.534,3.685
17000,3.534,3.685
17200,3.534,3.685
17400,3.534,3.685
17600,3.534,3.685
17800,3.534,3.685
18000,3.534,3.685
18200,3.534,3.685
18400,3.534,3.685
18600,3.534,3.685
18800,3.534,3.685
19000,3.534,3.685
19200,3.534,3.685
19400,3.534,3.685
19600,3.534,3.685
19800,3.534,3.685
20000,3.534,3.685
20200,3.534,3.685
20400,3.534,3.685
20600,3.534,3.685
20800,3.534,3.685
21000,3.534,3.685
21200,3.534,3.685
21400,3.534,3.685
21600,3.534,3.685
21800,3.534,3.685
22000,3.534,3.685
22200,3.534,3.685
22400,3.614,3.566
22600,3.892,3.765
22800,3.892,3.765
23000,3.892,3.765
23200,3.892,3.765
23400,3.932,3.884
23600,3.932,3.884
23800,3.932,3.884
24000,3.932,3.884
24200,3.932,3.884
24400,3.932,3.884
24600,3.932,3.884
24800,3.932,3.884
25000,3.932,3.884
25200,3.932,3.884
25400,3.932,3.884
25600,3.932,3.884
25800,3.932,3.884
26000,3.932,3.884
26200,3.932,3.884
26400,3.932,3.884
26600,3.932,3.884
26800,3.932,3.884
27000,3.932,3.884
27200,3.932,3.884
27400,3.932,3.884
27600,3.932,3.884
27800,3.653,3.884
28000,3.653,3.884
28200,3.653,3.884
28400,3.653,3.884
28600,3.335,3.207
28800,3.016,2.809
29000,2.976,2.769
29200,2.538,1.693
29400,1.980,0.378
29600,1.741,-0.139
29800,1.741,-0.139
30000,1.741,-0.139
30200,1.701,-0.179
30400,1.701,-0.179
30600,1.701,-0.179
30800,1.701,-0.179
31000,1.980,-0.060
31200,2.538,0.060
31400,2.657,0.060
31600,2.657,0.060
31800,2.777,0.618
32000,3.016,1.215
32200,3.016,1.215
32400,3.016,1.215
32600,3.016,1.215
32800,3.016,1.215
33000,3.016,1.215
33200,3.016,1.215
33400,3.016,1.215
33600,3.016,1.215
33800,3.016,1.215
34000,3.016,1.215
34200,3.016,1.215
34400,3.016,1.215
34600,3.016,1.215
34800,3.016,1.215
35000,3.016,1.215
35200,3.016,1.215
35400,3.016,1.215
35600,3.016,1.215
35800,3.016,1.215
36000,3.016,1.215
36200,3.016,1.215
36400,3.016,1.215
36600,3.016,1.215
36800,3.016,1.215
37000,3.016,1.215
37200,3.016,1.215
37400,3.016,1.215
37600,3.016,1.215
37800,3.016,1.215
38000,3.016,1.215
38200,3.016,1.215
38400,3.016,1.215
38600,3.016,1.215
38800,3.016,1.215
39000,3.016,1.215
39200,3.016,1.215
39400,3.016,1.215
39600,3.255,2.291
39800,3.295,2.450
40000,3.335,2.809
40200,3.335,2.809
40400,3.335,2.809
40600,3.335,2.809
40800,3.335,2.809
41000,3.335,2.809
41200,3.335,2.809
41400,3.335,2.809
41600,3.335,2.809
41800,3.335,2.809
42000,3.335,2.809
42200,3.335,2.849
42400,2.857,2.490
42600,2.697,1.693
42800,2.657,1.295
43000,2.657,0.737
43200,2.618,0.378
43400,2.578,0.299
43600,2.538,0.299
43800,2.378,0.339
44000,2.219,0.339
44200,1.940,0.259
44400,1.701,0.139
44600,1.661,0.139
44800,1.661,0.139
45000,1.661,0.139
45200,1.661,0.139
45400,1.661,0.139
45600,1.661,0.139
45800,1.661,0.139
46000,1.661,0.139
46200,1.661,0.139
46400,1.661,0.139
46600,1.861,0.458
46800,2.060,0.857
47000,2.060,1.215
47200,2.060,1.414
47400,2.060,1.414
47600,2.060,1.733
47800,2.100,1.813
48000,2.100,1.813
48200,2.100,1.813
48400,2.100,1.813
48600,2.100,1.813
48800,2.100,1.813
49000,2.100,1.813
49200,2.100,1.813
49400,2.100,1.813
49600,2.100,1.813
49800,2.100,1.813
50000,2.100,1.813
50200,2.100,1.813
50400,2.100,1.813
50600,2.100,1.813
50800,2.100,1.813
51000,2.100,1.813
51200,2.100,1.813
51400,2.100,1.813
51600,2.100,1.813
51800,2.100,1.813
52000,2.100,1.813
52200,2.100,1.813
52400,2.100,1.813
52600,2.100,1.813
52800,2.100,1.574
53000,2.697,2.689
53400,2.777,2.809
53600,2.857,2.809
53800,3.016,1.853
54000,3.096,1.255
54200,3.096,1.215
54400,3.175,1.135
54600,3.175,1.135
54800,3.175,1.135
55000,3.175,1.135
