Start,End,Label
0,23000,玩电动游戏
23000,36000,妈妈回来
36000,52000,被妈妈烦
52000,56000,开礼物
56000,77000,小狗出来
77000,94000,嫌弃小狗
94000,175000,小狗逗他玩
175000,205000,接受小狗出去玩
