Start,End,Label
0,29000,男孩坐着玩游戏
29000,44000,妈妈回家并带回礼物
44000,56000,男孩打开礼物
56000,92000,男孩不喜欢礼物
92000,155000,小狗邀请男孩一起玩耍
155000,180000,男孩开始与狗狗接触
180000,209000,男孩接受礼物并决定与狗狗出门玩耍
