Start,End,Label
0,12000,从战场拉回其实是游戏
12000,37000,游戏被阳光打扰
37000,55000,发现礼物是小狗
55000,70000,开始讨厌小狗
70000,156000,小狗捡球引起男孩注意
156000,176000,发现残疾共同点感同身受
176000,205000,让小狗融入自己的生活
