Start,End,Label
0,8000,男孩打游戏的片头
8000,22000,男孩在家中打游戏
22000,36000,妈妈搬运东西进到家里
36000,50000,妈妈打开窗帘让男孩打开纸箱
50000,58000,男孩打开纸箱
58000,78000,看到纸箱里面是小狗很开心但是缺少了一条腿
78000,88000,发现小狗不完美，男孩发脾气
88000,97000,小狗发现小球想玩
97000,122000,小狗想要男孩用小球跟它一起玩
122000,138000,男孩一直观察小狗在做什么
138000,154000,小狗试图拿着小球跑向男孩
154000,173000,男孩看着小狗做心理斗争
173000,192000,男孩站起来打算带着小狗出去玩
192000,205000,小狗和男孩在院子里玩球
